"","carspeeds$`Postal code`","average_speed","stdev_speed"
"146",3093,52.9915107658,5.91694781624951
"147",3131,53.0458654271623,12.7099336962581
"148",3105,53.3803231409855,15.1376226082182
"149",3796,53.40665251505,14.5211402612611
"150",3041,53.4407550974697,15.1567498878151
"151",3802,54.0387352053333,16.5996027705609
"152",3047,54.2436387692197,12.1227779522323
"153",3941,54.2447948170104,10.4475077821819
"154",3792,54.5114415256667,12.4397212933037
"155",3045,54.5332413412183,18.6594641531467
"156",3931,54.6012682033801,16.010823024344
"157",3177,54.6883601867056,17.4216062182565
"158",3156,54.7642957276243,13.7223674403838
"159",3805,54.836295543398,15.9860907929031
"160",3148,54.8673166188095,17.20800039728
"161",3043,54.904082495,17.4614835336411
"162",3775,54.9400983338889,24.8228932254188
"163",3030,55.0235407353607,20.391703308828
"164",3806,55.1286188754444,13.0430497530074
"165",3140,55.4920495445429,15.4255970049034
"166",3037,55.5254781582619,12.8175023969468
"167",3180,55.5357178149167,11.4534476624864
"168",3976,55.680353738125,12.6965238836453
"169",3094,55.7029749625,12.023702552383
"170",3172,55.7105832732172,11.0599802825021
"171",3198,55.7521096217786,19.484262660891
"172",3807,55.8473119126458,15.2264342137577
"173",3152,56.0207741336005,16.5675438005766
"174",3133,56.070158352319,10.8426045916792
"175",3048,56.2263863696591,10.1865443448275
"176",3106,56.2623064037222,13.0197883533438
"177",3803,56.3899438294802,16.5394940560851
"178",3754,56.5059384920152,10.3600383894281
"179",3158,56.708511399625,7.14999483155392
"180",3026,56.7266679070044,17.0591585249956
"181",3028,57.4196381145804,19.9784242683926
"182",3023,57.5535138026972,20.3213456238957
"183",3062,57.7404207925606,11.6737132973288
"184",3173,57.8369476210429,16.7490066475201
"185",3934,57.8827327147051,20.0887862880887
"186",3111,57.9809313859962,13.7198284731051
"187",3197,58.0105062118333,17.0404977179164
"188",3061,58.2348514200521,10.7692784144017
"189",3178,58.354640617299,13.7130573847631
"190",3038,58.5037181185116,15.3433690781274
"191",3091,59.2896896436944,10.9698797416188
"192",3429,59.5083782442304,22.8153742583209
"193",3977,59.7040017943025,16.7209733818649
"194",3936,60.4548063915667,21.6838539121094
"195",3042,61.2812257483161,22.4419853112732
"196",3913,61.4594913663264,21.5195739246681
"197",3097,61.5852990064792,22.3852972580032
"198",3116,61.70239065005,8.57327207685362
"199",3202,61.7157730191818,11.8014646975622
"200",3975,61.8778020025573,14.3717369801878
"201",3804,61.9922463694127,14.9610301660085
"202",3765,62.0933001475625,11.7055961491714
"203",3795,62.4583247581979,24.3844271872973
"204",3918,62.483416485,21.955263526409
"205",3752,62.5990651692321,8.63945759120585
"206",3139,63.173327120963,19.0584175420248
"207",3810,63.3293163923456,19.6843344116176
"208",3942,64.0298100018021,14.9245123427897
"209",3915,64.0881038306439,22.6752046803156
"210",3200,64.803815068447,19.0601978046148
"211",3179,64.9427579256625,17.3799044366311
"212",3059,65.3178351829844,10.3523213611214
"213",3755,65.637803525,23.9493964052765
"214",3910,66.3316495865167,16.1871665800006
"215",3911,67.434861739609,24.2484807354315
"216",3337,68.3037582991765,20.8193028055707
"217",3201,68.3888685291,18.9833339027843
"218",3750,68.6794286222857,27.3365678108196
"219",3912,69.3009124984826,23.7831820615472
"220",3022,69.4430837174167,12.6539608487734
"221",3930,69.7448783615539,11.4158349765997
"222",3064,71.0697743255754,23.5068212043011
"223",3978,71.1655650825,22.5371310329143
"224",3036,71.5780406773333,18.4787308548981
"225",3428,71.8911942361111,19.7218652748631
"226",3770,72.7319376928636,20.1031754378718
"227",3933,72.8893275087708,21.358906835358
"228",3980,74.12197928665,29.1805354396702
"229",3751,75.1097527131667,38.2005453559722
"230",3938,75.9052490105417,20.8344384835681
"231",3981,76.2804147038437,28.4734948827113
"232",3809,79.2953875295333,18.2046182668503
"233",3335,81.7592079071607,13.6760826353152
"234",3427,100.137276278687,14.3653117430338
"235",3437,102.336492536167,16.020465897967
